event_id,continent,country,region,latitude,longitude,event_type,depth_km,magnitude,plate_involved_1,plate_involved_2,movement_type,velocity_mm_per_year,impact_summary,source_url,date_observed
EVT20120326_0472,North America,Indonesia,Region_72,-82.9701,-48.9389,Rift,63.38,4.0,Indian Plate,African Plate,Divergent,8.32,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2012-03-26
EVT20120309_0473,Antarctica,Turkey,Region_65,37.859,167.5066,Transform Fault,118.81,7.9,Pacific Plate,North American Plate,Divergent,86.64,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2012-03-09
EVT20070721_0474,South America,USA,Region_60,-68.2979,-93.3046,Transform Fault,617.73,5.2,Arabian Plate,Indian Plate,Convergent,92.92,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2007-07-21
EVT20230127_0475,Asia,Turkey,Region_55,-83.5467,-61.7923,Subduction Zone,92.9,9.1,African Plate,Eurasian Plate,Transform,68.04,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2023-01-27
EVT20080128_0476,South America,Ethiopia,Region_92,-15.8278,140.0517,Subduction Zone,102.28,4.1,Arabian Plate,North American Plate,Divergent,97.56,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2008-01-28
EVT20221219_0477,Asia,Chile,Region_20,37.0333,134.2623,Transform Fault,392.55,6.2,Arabian Plate,African Plate,Transform,98.38,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2022-12-19
EVT20160918_0478,Europe,Japan,Region_15,-72.3059,-127.2719,Rift,48.56,6.2,Indian Plate,Eurasian Plate,Convergent,75.81,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2016-09-18
EVT20141210_0479,South America,China,Region_40,-70.2107,-72.1188,Delamination,360.84,6.0,Arabian Plate,Eurasian Plate,Transform,49.74,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2014-12-10
EVT20021223_0480,Asia,Turkey,Region_60,33.038,-111.7123,Subduction Zone,361.75,5.3,Indian Plate,Indian Plate,Transform,98.71,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2002-12-23
EVT20100222_0481,Europe,Ethiopia,Region_74,78.5507,-80.5553,Convergent Zone,342.07,5.1,Pacific Plate,North American Plate,Transform,19.57,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2010-02-22
EVT20050507_0482,North America,China,Region_76,14.1434,-9.7361,Rift,44.0,4.3,African Plate,African Plate,Convergent,83.61,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2005-05-07
EVT20051030_0483,Europe,Turkey,Region_24,49.3129,-135.4125,Delamination,307.75,9.3,North American Plate,Pacific Plate,Divergent,79.32,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2005-10-30
EVT20050909_0484,South America,China,Region_40,-85.1882,-123.4415,Convergent Zone,583.04,8.9,Eurasian Plate,Arabian Plate,Convergent,6.16,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2005-09-09
EVT20060406_0485,North America,Chile,Region_98,85.3647,121.5085,Convergent Zone,308.39,8.9,North American Plate,Indian Plate,Divergent,5.46,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2006-04-06
EVT20090218_0486,Europe,Chile,Region_45,71.151,-6.9513,Delamination,462.18,7.7,Arabian Plate,North American Plate,Convergent,30.3,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2009-02-18
EVT20010221_0487,Asia,Japan,Region_58,-88.394,-160.1942,Rift,547.16,7.7,Pacific Plate,Eurasian Plate,Divergent,36.02,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2001-02-21
EVT20060530_0488,South America,Ethiopia,Region_63,-42.29,-165.7105,Rift,266.35,5.2,Indian Plate,North American Plate,Divergent,44.13,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2006-05-30
EVT20031030_0489,Australia,Turkey,Region_92,12.0645,152.3754,Subduction Zone,134.86,4.1,Pacific Plate,African Plate,Convergent,48.43,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2003-10-30
EVT20150404_0490,Europe,USA,Region_63,-53.0611,-110.6195,Subduction Zone,260.89,8.1,Indian Plate,African Plate,Divergent,55.98,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2015-04-04
EVT20091216_0491,North America,India,Region_62,63.9795,106.054,Rift,366.81,9.4,North American Plate,North American Plate,Convergent,64.45,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2009-12-16
EVT20090619_0492,Europe,Indonesia,Region_80,-77.944,-176.2793,Subduction Zone,93.57,8.7,Indian Plate,Indian Plate,Transform,25.62,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2009-06-19
EVT20140918_0493,Europe,Chile,Region_22,51.3533,19.5483,Delamination,29.1,9.0,Pacific Plate,Indian Plate,Transform,89.48,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2014-09-18
EVT20040526_0494,Antarctica,India,Region_95,14.9864,25.001,Transform Fault,325.01,8.8,North American Plate,African Plate,Divergent,15.52,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2004-05-26
EVT20220111_0495,Europe,India,Region_60,-71.237,-24.6251,Subduction Zone,631.91,8.6,Eurasian Plate,African Plate,Convergent,18.04,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2022-01-11
EVT20110419_0496,South America,Indonesia,Region_45,-48.3825,-63.429,Subduction Zone,142.22,9.3,North American Plate,African Plate,Divergent,49.79,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2011-04-19
EVT20180820_0497,Antarctica,China,Region_14,-49.1438,142.7356,Subduction Zone,340.28,6.2,Pacific Plate,Indian Plate,Convergent,42.18,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2018-08-20
EVT20140123_0498,Australia,India,Region_89,-65.7901,-11.199,Transform Fault,229.07,8.7,African Plate,North American Plate,Transform,29.21,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2014-01-23
EVT20100710_0499,Asia,India,Region_56,-37.158,-38.4595,Convergent Zone,34.78,8.4,Indian Plate,Eurasian Plate,Transform,69.61,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2010-07-10
EVT20210403_0500,Asia,Turkey,Region_95,3.491,-70.7763,Rift,58.21,5.2,Pacific Plate,African Plate,Divergent,43.44,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2021-04-03
EVT20091224_0501,Australia,Ethiopia,Region_20,15.8932,159.5946,Delamination,74.87,6.0,African Plate,Arabian Plate,Convergent,59.37,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2009-12-24
EVT20080530_0502,North America,China,Region_49,-30.832,17.7989,Subduction Zone,530.6,7.4,Indian Plate,Indian Plate,Transform,45.71,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2008-05-30
EVT20190323_0503,Africa,Chile,Region_55,-75.6581,161.1905,Delamination,614.91,7.2,African Plate,Indian Plate,Divergent,92.45,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2019-03-23
EVT20000929_0504,Africa,Japan,Region_21,70.1024,137.4665,Convergent Zone,494.11,7.0,Arabian Plate,Eurasian Plate,Transform,43.96,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2000-09-29
EVT20111121_0505,Asia,Indonesia,Region_25,67.2841,-93.9923,Transform Fault,96.62,7.4,African Plate,Eurasian Plate,Transform,86.79,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2011-11-21
EVT20010803_0506,Africa,Ethiopia,Region_46,-29.1358,-138.2405,Rift,623.21,7.4,North American Plate,Pacific Plate,Convergent,49.22,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2001-08-03
EVT20200906_0507,North America,Indonesia,Region_79,-72.6501,-91.3097,Transform Fault,629.11,5.3,Arabian Plate,Pacific Plate,Transform,34.6,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2020-09-06
EVT20100414_0508,Antarctica,Ethiopia,Region_77,76.4347,161.3525,Convergent Zone,427.68,6.8,North American Plate,African Plate,Transform,92.95,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2010-04-14
EVT20130409_0509,Australia,India,Region_61,-80.1077,-169.4892,Convergent Zone,613.92,8.6,Pacific Plate,Arabian Plate,Convergent,58.29,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2013-04-09
EVT20220926_0510,Asia,Turkey,Region_37,67.9149,134.845,Convergent Zone,585.4,8.1,African Plate,Pacific Plate,Divergent,34.82,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2022-09-26
EVT20021004_0511,South America,India,Region_88,-23.5833,100.1054,Transform Fault,409.86,9.4,Pacific Plate,Eurasian Plate,Divergent,27.28,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2002-10-04
EVT20010105_0512,Antarctica,China,Region_91,80.9665,-3.6392,Rift,203.58,9.5,Indian Plate,Indian Plate,Transform,57.18,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2001-01-05
EVT20170221_0513,North America,Japan,Region_77,-73.3895,-153.6126,Transform Fault,14.5,4.8,African Plate,African Plate,Divergent,93.07,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2017-02-21
EVT20150113_0514,Asia,Turkey,Region_47,55.5338,8.1791,Rift,46.28,8.8,North American Plate,Pacific Plate,Transform,67.7,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2015-01-13
EVT20131123_0515,Antarctica,Japan,Region_80,16.1277,-60.7619,Subduction Zone,583.1,7.4,Pacific Plate,Eurasian Plate,Divergent,28.73,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2013-11-23
EVT20101217_0516,South America,Japan,Region_45,-76.7028,-170.2001,Transform Fault,651.59,4.4,Arabian Plate,Eurasian Plate,Transform,45.92,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2010-12-17
EVT20070824_0517,Europe,Turkey,Region_84,30.6093,-153.5102,Transform Fault,494.02,4.2,Pacific Plate,Indian Plate,Convergent,49.77,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2007-08-24
EVT20020222_0518,Australia,India,Region_90,67.9893,125.8676,Rift,607.63,9.0,Indian Plate,Pacific Plate,Transform,60.88,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2002-02-22
EVT20231205_0519,Antarctica,Turkey,Region_23,-7.5665,-85.1115,Subduction Zone,352.45,5.8,Eurasian Plate,Indian Plate,Transform,18.61,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2023-12-05
EVT20190404_0520,Europe,Ethiopia,Region_73,-67.8867,161.9868,Rift,23.37,6.4,Indian Plate,North American Plate,Convergent,9.64,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2019-04-04
EVT20030905_0521,Australia,Japan,Region_83,35.8975,18.3393,Transform Fault,123.48,9.0,Pacific Plate,Pacific Plate,Transform,35.59,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2003-09-05
EVT20230420_0522,Africa,Turkey,Region_33,83.3916,16.3054,Convergent Zone,609.27,9.1,African Plate,Arabian Plate,Transform,24.48,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2023-04-20
EVT20181212_0523,Europe,USA,Region_26,46.2554,-68.0381,Subduction Zone,638.82,9.2,African Plate,North American Plate,Transform,30.52,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2018-12-12
EVT20230525_0524,Asia,Japan,Region_63,83.8292,-124.6779,Transform Fault,94.81,5.6,North American Plate,Eurasian Plate,Divergent,22.95,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2023-05-25
EVT20040413_0525,Asia,Turkey,Region_72,63.4983,-176.2233,Transform Fault,120.91,9.0,Arabian Plate,Pacific Plate,Divergent,59.13,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2004-04-13
EVT20050206_0526,Antarctica,China,Region_68,-41.8582,-123.0871,Convergent Zone,555.5,8.2,Arabian Plate,African Plate,Convergent,18.49,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2005-02-06
EVT20111231_0527,South America,Chile,Region_70,83.2221,-128.0751,Rift,169.55,6.8,Arabian Plate,Eurasian Plate,Transform,24.14,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2011-12-31
EVT20110402_0528,Africa,Ethiopia,Region_99,-38.9215,122.728,Convergent Zone,162.41,4.1,Eurasian Plate,Indian Plate,Divergent,44.25,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2011-04-02
EVT20130619_0529,Antarctica,Japan,Region_13,-62.3123,-113.5631,Subduction Zone,159.27,5.7,Eurasian Plate,Arabian Plate,Divergent,56.0,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2013-06-19
EVT20080730_0530,Australia,China,Region_70,43.5557,-107.2753,Delamination,191.35,5.5,Arabian Plate,North American Plate,Transform,49.62,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2008-07-30
EVT20041111_0531,Asia,Chile,Region_8,-19.8291,-89.0294,Subduction Zone,471.82,5.6,North American Plate,Pacific Plate,Convergent,64.41,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2004-11-11
EVT20040113_0532,South America,USA,Region_49,-74.8177,78.3219,Delamination,15.64,7.3,Eurasian Plate,North American Plate,Convergent,20.7,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2004-01-13
EVT20001202_0533,Australia,Japan,Region_59,44.2298,31.8698,Subduction Zone,656.26,7.9,African Plate,Eurasian Plate,Divergent,76.38,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2000-12-02
EVT20010504_0534,Australia,Indonesia,Region_74,15.8546,0.8936,Transform Fault,616.09,5.8,Indian Plate,African Plate,Convergent,16.57,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2001-05-04
EVT20110316_0535,South America,Ethiopia,Region_1,-68.6749,37.9205,Rift,452.49,5.9,African Plate,Indian Plate,Convergent,54.64,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2011-03-16
EVT20140728_0536,Africa,Indonesia,Region_9,-60.4975,-34.0303,Rift,483.59,7.2,Eurasian Plate,Pacific Plate,Convergent,37.98,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2014-07-28
EVT20051206_0537,North America,Ethiopia,Region_19,-35.353,42.4675,Transform Fault,165.19,7.2,Arabian Plate,Pacific Plate,Divergent,84.91,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2005-12-06
EVT20171001_0538,Europe,Indonesia,Region_34,20.5174,-157.0621,Delamination,690.88,5.2,Arabian Plate,African Plate,Convergent,68.28,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2017-10-01
EVT20121003_0539,Antarctica,Turkey,Region_35,-56.8701,53.5343,Rift,167.79,7.2,North American Plate,Arabian Plate,Divergent,57.21,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2012-10-03
EVT20140310_0540,South America,USA,Region_46,-27.5772,-139.4819,Delamination,347.16,8.7,Pacific Plate,Arabian Plate,Divergent,64.76,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2014-03-10
EVT20020630_0541,Antarctica,Ethiopia,Region_60,19.0961,45.8988,Rift,56.25,4.9,Indian Plate,Pacific Plate,Divergent,39.42,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2002-06-30
EVT20170405_0542,Africa,India,Region_53,-85.4533,28.7719,Delamination,587.69,4.6,Indian Plate,North American Plate,Convergent,19.99,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2017-04-05
EVT20050419_0543,Europe,Chile,Region_86,-87.8329,170.5111,Subduction Zone,116.89,4.2,African Plate,Eurasian Plate,Convergent,9.01,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2005-04-19
EVT20101121_0544,Antarctica,Japan,Region_31,67.5697,39.4286,Delamination,658.9,6.8,North American Plate,Pacific Plate,Convergent,7.25,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2010-11-21
EVT20150917_0545,Antarctica,Chile,Region_78,39.3097,116.5158,Convergent Zone,164.29,5.5,Pacific Plate,North American Plate,Divergent,97.87,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2015-09-17
EVT20210518_0546,Asia,Japan,Region_52,83.6492,-61.3869,Transform Fault,329.03,5.3,African Plate,Arabian Plate,Divergent,80.01,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2021-05-18
EVT20130421_0547,North America,Turkey,Region_7,35.1075,-74.8953,Delamination,671.85,4.1,Indian Plate,Indian Plate,Divergent,84.15,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2013-04-21
EVT20180908_0548,Asia,China,Region_5,69.4558,123.605,Transform Fault,469.88,9.2,African Plate,African Plate,Transform,95.4,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2018-09-08
EVT20080220_0549,Africa,Japan,Region_76,-17.424,80.3812,Convergent Zone,24.83,7.2,North American Plate,Arabian Plate,Convergent,52.98,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2008-02-20
EVT20070624_0550,Antarctica,China,Region_24,18.8748,-77.9734,Convergent Zone,413.43,4.7,North American Plate,North American Plate,Convergent,59.29,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2007-06-24
EVT20230501_0551,Europe,Ethiopia,Region_45,-79.2451,77.527,Subduction Zone,410.12,5.8,African Plate,Pacific Plate,Convergent,77.5,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2023-05-01
EVT20130320_0552,Australia,India,Region_87,12.8218,170.1602,Subduction Zone,342.05,7.8,African Plate,Indian Plate,Divergent,61.23,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2013-03-20
EVT20101208_0553,Europe,India,Region_62,-31.2389,-74.5735,Delamination,646.85,8.6,African Plate,North American Plate,Divergent,87.44,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2010-12-08
EVT20040227_0554,North America,Indonesia,Region_28,83.2333,69.0629,Subduction Zone,692.91,7.3,Indian Plate,Indian Plate,Convergent,24.23,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2004-02-27
EVT20200718_0555,Antarctica,Turkey,Region_77,-62.9668,149.1321,Convergent Zone,186.08,7.0,Indian Plate,African Plate,Convergent,98.33,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2020-07-18
EVT20150317_0556,Australia,Japan,Region_32,18.1893,112.2615,Delamination,365.2,5.2,African Plate,Indian Plate,Convergent,7.83,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2015-03-17
EVT20070116_0557,Europe,Indonesia,Region_32,20.6044,-72.7183,Subduction Zone,151.39,8.2,Pacific Plate,North American Plate,Convergent,5.23,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2007-01-16
EVT20210316_0558,Antarctica,Turkey,Region_100,-87.9297,72.4883,Rift,535.57,4.8,Indian Plate,Arabian Plate,Divergent,23.91,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2021-03-16
EVT20161013_0559,Antarctica,Turkey,Region_65,43.6435,-122.8911,Convergent Zone,368.81,9.0,Pacific Plate,African Plate,Convergent,82.35,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2016-10-13
EVT20110225_0560,Asia,Turkey,Region_54,23.2891,-74.9236,Transform Fault,27.06,7.1,North American Plate,North American Plate,Convergent,16.02,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2011-02-25
EVT20120313_0561,Africa,Indonesia,Region_43,-14.047,-98.6668,Convergent Zone,54.9,6.4,African Plate,Eurasian Plate,Transform,37.06,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2012-03-13
EVT20080718_0562,North America,USA,Region_6,-18.7659,44.7838,Transform Fault,472.69,6.7,African Plate,African Plate,Divergent,77.99,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2008-07-18
EVT20031120_0563,North America,Indonesia,Region_36,-43.0127,-178.7437,Transform Fault,471.58,8.8,Arabian Plate,African Plate,Divergent,7.94,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2003-11-20
EVT20211103_0564,South America,Indonesia,Region_29,86.5588,56.0117,Delamination,389.22,5.7,Indian Plate,African Plate,Convergent,12.45,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2021-11-03
EVT20051109_0565,Australia,Indonesia,Region_23,-55.8975,-36.371,Rift,20.43,8.9,Pacific Plate,African Plate,Transform,77.38,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2005-11-09
EVT20030124_0566,Australia,India,Region_77,31.7549,-37.8888,Convergent Zone,587.1,8.4,African Plate,Indian Plate,Divergent,21.09,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2003-01-24
EVT20170905_0567,Antarctica,India,Region_66,-33.258,-80.3949,Transform Fault,92.73,4.6,North American Plate,Pacific Plate,Convergent,25.99,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2017-09-05
EVT20170627_0568,North America,Ethiopia,Region_30,45.7609,151.8401,Convergent Zone,68.88,8.9,Pacific Plate,African Plate,Divergent,50.61,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2017-06-27
EVT20061008_0569,South America,USA,Region_21,60.042,164.9809,Transform Fault,189.77,6.4,North American Plate,Indian Plate,Transform,75.22,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2006-10-08
EVT20221028_0570,Africa,Chile,Region_32,-77.7627,-57.5582,Transform Fault,73.25,4.9,African Plate,Indian Plate,Divergent,26.8,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2022-10-28
EVT20010618_0571,Africa,India,Region_29,-69.1075,141.7225,Transform Fault,51.21,6.3,Indian Plate,Eurasian Plate,Convergent,25.49,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2001-06-18
EVT20130812_0572,Europe,Japan,Region_62,63.1724,-4.3384,Delamination,172.74,4.6,Indian Plate,North American Plate,Transform,46.87,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2013-08-12
EVT20120522_0573,Antarctica,Indonesia,Region_18,-72.3547,82.7345,Rift,611.17,6.7,African Plate,North American Plate,Divergent,37.18,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2012-05-22
EVT20000322_0574,South America,Ethiopia,Region_6,-78.7318,-54.3501,Convergent Zone,607.54,8.9,Eurasian Plate,North American Plate,Divergent,97.08,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2000-03-22
EVT20090531_0575,Europe,India,Region_15,-66.772,-162.8323,Convergent Zone,361.82,9.2,North American Plate,Pacific Plate,Divergent,38.58,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2009-05-31
EVT20050423_0576,North America,Indonesia,Region_29,-1.9108,-77.0769,Rift,43.73,7.5,Eurasian Plate,African Plate,Transform,49.18,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2005-04-23
EVT20230202_0577,North America,China,Region_91,27.2635,153.9651,Transform Fault,17.14,9.5,Pacific Plate,African Plate,Transform,64.88,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2023-02-02
EVT20060805_0578,Asia,Ethiopia,Region_37,-67.0126,133.5843,Rift,328.39,4.1,North American Plate,African Plate,Transform,11.46,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2006-08-05
EVT20210606_0579,Antarctica,Ethiopia,Region_57,63.7582,-4.4039,Rift,48.14,7.1,Eurasian Plate,Eurasian Plate,Convergent,11.66,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2021-06-06
EVT20030914_0580,Africa,Japan,Region_10,73.0411,162.5351,Delamination,213.66,8.0,Eurasian Plate,African Plate,Divergent,91.72,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2003-09-14
EVT20010110_0581,North America,Indonesia,Region_87,25.718,29.1464,Convergent Zone,224.27,6.5,Indian Plate,Pacific Plate,Divergent,77.49,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2001-01-10
EVT20091130_0582,Antarctica,Japan,Region_80,-4.8981,28.1217,Convergent Zone,695.67,6.8,Pacific Plate,Pacific Plate,Divergent,15.43,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2009-11-30
EVT20200829_0583,Europe,Japan,Region_20,-75.4543,112.7111,Transform Fault,133.06,8.9,Eurasian Plate,Eurasian Plate,Transform,98.48,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2020-08-29
EVT20041103_0584,North America,Indonesia,Region_38,84.6406,-94.648,Rift,347.36,6.3,Arabian Plate,Indian Plate,Transform,37.19,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2004-11-03
EVT20180403_0585,Europe,Japan,Region_62,-43.8508,-66.331,Convergent Zone,145.29,5.1,Eurasian Plate,North American Plate,Divergent,65.13,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2018-04-03
EVT20240607_0586,Africa,Ethiopia,Region_95,-45.608,-101.0368,Transform Fault,317.31,9.3,African Plate,Arabian Plate,Divergent,77.59,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2024-06-07
EVT20160930_0587,North America,China,Region_8,53.7809,-70.7505,Delamination,19.37,5.4,Indian Plate,Indian Plate,Divergent,86.58,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2016-09-30
EVT20040228_0588,Antarctica,USA,Region_47,-2.1125,80.5259,Subduction Zone,294.05,8.7,African Plate,Eurasian Plate,Convergent,35.97,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2004-02-28
EVT20040828_0589,Australia,USA,Region_68,-22.7372,-167.6502,Transform Fault,452.05,5.6,African Plate,Eurasian Plate,Convergent,74.31,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2004-08-28
EVT20051231_0590,North America,India,Region_47,43.5933,154.8396,Delamination,187.0,7.7,Arabian Plate,North American Plate,Transform,31.79,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2005-12-31
EVT20011025_0591,Australia,Ethiopia,Region_4,-51.9975,-10.9324,Rift,263.58,4.7,Arabian Plate,African Plate,Divergent,19.66,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2001-10-25
EVT20010628_0592,South America,India,Region_2,-14.8193,-129.2023,Transform Fault,567.34,4.6,African Plate,Indian Plate,Divergent,56.9,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2001-06-28
EVT20140613_0593,North America,Chile,Region_42,-37.1566,-129.4972,Convergent Zone,328.62,7.2,Arabian Plate,Eurasian Plate,Transform,19.55,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2014-06-13
EVT20030506_0594,Asia,Turkey,Region_7,43.8628,-29.8766,Transform Fault,116.85,4.6,Eurasian Plate,Arabian Plate,Transform,39.01,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2003-05-06
EVT20080423_0595,North America,Indonesia,Region_5,-71.5246,147.0682,Rift,93.18,7.3,North American Plate,Indian Plate,Convergent,5.19,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2008-04-23
EVT20110616_0596,Australia,Japan,Region_55,-81.7611,79.0055,Convergent Zone,306.92,8.7,North American Plate,African Plate,Divergent,65.01,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2011-06-16
EVT20111004_0597,North America,Turkey,Region_63,89.0399,117.6978,Convergent Zone,289.67,6.9,African Plate,North American Plate,Transform,67.98,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2011-10-04
EVT20041211_0598,Australia,India,Region_51,34.8083,-7.5684,Delamination,218.8,7.3,Pacific Plate,Eurasian Plate,Convergent,30.57,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2004-12-11
EVT20011105_0599,Asia,Ethiopia,Region_94,44.4811,-18.0652,Subduction Zone,101.19,6.0,African Plate,Arabian Plate,Convergent,12.06,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2001-11-05
EVT20170111_0600,Antarctica,China,Region_81,-76.0526,-154.2274,Transform Fault,468.93,8.8,Pacific Plate,Eurasian Plate,Convergent,38.05,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2017-01-11
